,I,T,J,Pjt,Pr(j),Yit0,Yit1,Yit2
40,1,21,1,0.8644832880070268,0.23234886490014783,1,0,0
41,1,21,2,0.936953164027774,0.21610623040057292,1,0,0
42,1,22,1,0.917116291341005,0.22516388830289397,0,0,1
43,1,22,2,0.9799019495283353,0.21146148361300038,0,0,1
44,1,23,1,1.1287762781263382,0.19456288509908562,1,0,0
45,1,23,2,1.0820302771436219,0.2038738516873407,1,0,0
46,1,24,1,0.8570755513254691,0.23693582608327068,0,1,0
47,1,24,2,1.0029198548703497,0.20478180058873124,0,1,0
48,1,25,1,1.0555569539053522,0.19506948062146814,0,0,1
49,1,25,2,0.8301732044646412,0.24438370593637052,0,0,1
50,1,26,1,0.8700923266653502,0.23931212397624432,0,1,0
51,1,26,2,1.1039025068393888,0.18941842895658279,0,1,0
52,1,27,1,0.6094421278961182,0.290448925373519,1,0,0
53,1,27,2,1.1143831699908038,0.17529788073090036,1,0,0
54,1,28,1,1.2429765598500229,0.18109098435995327,1,0,0
55,1,28,2,1.1883260489797076,0.1912631238631022,1,0,0
56,1,29,1,1.233446846810884,0.1773887350382161,1,0,0
57,1,29,2,1.0475531650359482,0.2136282274388686,1,0,0
58,1,30,1,1.1144497577215038,0.1924955681409145,1,0,0
59,1,30,2,0.9772701411997156,0.22079899159480595,1,0,0
60,1,31,1,0.8604443976689915,0.2345751648848093,0,0,1
61,1,31,2,0.967122697546376,0.2108396241190378,0,0,1
62,1,32,1,1.0235857484041615,0.20603752761673952,1,0,0
63,1,32,2,0.9556204494141691,0.22052776913659475,1,0,0
64,1,33,1,0.789737857948355,0.2258074966377826,1,0,0
65,1,33,2,0.5861996134220309,0.27677948221082793,1,0,0
66,1,34,1,0.8019462999045972,0.2582706017460641,1,0,0
67,1,34,2,1.245064603005818,0.1658177968400382,1,0,0
68,1,35,1,1.1962179605801366,0.1660345236763337,1,0,0
69,1,35,2,0.6566533077908056,0.28479237143179403,1,0,0
70,1,36,1,0.8865647882172731,0.2279702152176077,1,0,0
71,1,36,2,0.9276377195969284,0.21879649561413805,1,0,0
72,1,37,1,0.8722896214688083,0.24282587037408157,1,0,0
73,1,37,2,1.1927771356020473,0.1762418306183214,1,0,0
74,1,38,1,0.7325815485090927,0.2613977150367959,0,0,1
75,1,38,2,1.0267597466259706,0.19477885961518168,0,0,1
76,1,39,1,0.9750727059907007,0.20761590319211048,1,0,0
77,1,39,2,0.8221570149131925,0.2419196011748132,1,0,0
78,1,40,1,1.2272442070417042,0.16119193979259908,0,1,0
79,1,40,2,0.6439287300107686,0.2888510925308241,0,1,0
80,1,41,1,0.9529484510874325,0.21735811724943435,1,0,0
81,1,41,2,0.9456177880366525,0.21895735092825003,1,0,0
82,1,42,1,0.8263457873542798,0.244157072997028,1,0,0
83,1,42,2,1.0361162729896196,0.1979553052862763,1,0,0
84,1,43,1,0.7331217673216901,0.27076344869306984,1,0,0
85,1,43,2,1.2246480984287818,0.1656238453984404,1,0,0
86,1,44,1,1.1982835040052724,0.17906359792708115,0,0,1
87,1,44,2,0.9591208283344447,0.22744392263425767,0,0,1
88,1,45,1,0.9541328308985939,0.227940894470506,1,0,0
89,1,45,2,1.1889895532600574,0.180229247577842,1,0,0
90,1,46,1,1.206050559815845,0.1890400984204071,1,0,0
91,1,46,2,1.257747515330283,0.17951561539646968,1,0,0
92,1,47,1,0.9964960177466832,0.21274572703710054,1,0,0
93,1,47,2,1.0048576316452889,0.2109742459507883,1,0,0
94,1,48,1,0.7637879535463392,0.2553366855586346,1,0,0
95,1,48,2,1.0251444099505562,0.1966108812635178,1,0,0
96,1,49,1,1.2271287984797188,0.17436750548986513,1,0,0
97,1,49,2,0.9467788455949407,0.2307915968711285,1,0,0
98,1,50,1,0.9594585384246117,0.1986295712164523,0,1,0
99,1,50,2,0.6058381919923548,0.2828910907769275,0,1,0
100,2,1,1,0.6965101241930127,0.2658725401427581,0,1,0
101,2,1,2,0.9782584356439323,0.2005911406098851,0,1,0
102,2,2,1,1.1187472250742052,0.19749813173279895,0,1,0
103,2,2,2,1.1164279153005578,0.19795672268166792,0,1,0
104,2,3,1,1.0286257200226916,0.20124537526034228,1,0,0
105,2,3,2,0.870051189473529,0.2358272313808202,1,0,0
106,2,4,1,0.9359523778423687,0.22135268049204782,0,1,0
107,2,4,2,0.9684374838977083,0.21427755546092503,0,1,0
108,2,5,1,1.285162631458718,0.1796679305679496,1,0,0
109,2,5,2,1.3358585347721073,0.1707865299193655,1,0,0
110,2,6,1,1.067918909980124,0.20332012969352936,1,0,0
111,2,6,2,1.0589259450819493,0.20515682678085886,1,0,0
112,2,7,1,1.0481675697059947,0.20225361953251256,1,0,0
113,2,7,2,0.9602777422001219,0.2208342189697317,1,0,0
114,2,8,1,1.1420895425025124,0.18580933142218703,1,0,0
115,2,8,2,0.9201048065508697,0.2319926717794545,1,0,0
116,2,9,1,0.8069518327810888,0.24374354292229916,0,1,0
117,2,9,2,0.9559085984504483,0.2100109880261218,0,1,0
118,2,10,1,1.0052044579641422,0.21212599547541564,1,0,0
119,2,10,2,1.023660203388019,0.208246957478122,1,0,0
120,2,11,1,0.8885791427238154,0.22991734851589946,1,0,0
121,2,11,2,0.9744454424532594,0.21099904139874404,1,0,0
122,2,12,1,1.112128557075246,0.18457206934254922,1,0,0
123,2,12,2,0.7921387200145135,0.254176738016688,1,0,0
124,2,13,1,0.8499992270088098,0.2316887789946843,0,1,0
125,2,13,2,0.8737902535475908,0.2262417176189384,0,1,0
126,2,14,1,1.2811086011301192,0.1661334460909431,0,0,1
127,2,14,2,0.9314181283834537,0.23568162090769001,0,0,1
128,2,15,1,0.7622822244119798,0.26094289186577246,0,1,0
129,2,15,2,1.1346593445477802,0.1798142651959365,0,1,0
130,2,16,1,0.5285233116564132,0.29273198665244937,0,0,1
131,2,16,2,0.8574876361591122,0.2106700455975138,0,0,1
132,2,17,1,0.6772680424422937,0.2551416638644435,1,0,0
133,2,17,2,0.7276157950467425,0.24261387380586197,1,0,0
134,2,18,1,1.2125361608782874,0.16315057818294643,1,0,0
135,2,18,2,0.6430794151116037,0.28833710891275494,1,0,0
136,2,19,1,0.7181228012257286,0.25515015528423174,1,0,0
137,2,19,2,0.8589026351833873,0.2216439758478372,1,0,0
138,2,20,1,1.216465637374235,0.17391596299616113,1,0,0
139,2,20,2,0.8982547283354246,0.23907638904487197,1,0,0
140,2,21,1,0.8644832880070268,0.23234886490014783,1,0,0
141,2,21,2,0.936953164027774,0.21610623040057292,1,0,0
142,2,22,1,0.917116291341005,0.22516388830289397,1,0,0
143,2,22,2,0.9799019495283353,0.21146148361300038,1,0,0
144,2,23,1,1.1287762781263382,0.19456288509908562,0,1,0
145,2,23,2,1.0820302771436219,0.2038738516873407,0,1,0
146,2,24,1,0.8570755513254691,0.23693582608327068,0,1,0
147,2,24,2,1.0029198548703497,0.20478180058873124,0,1,0
148,2,25,1,1.0555569539053522,0.19506948062146814,0,1,0
149,2,25,2,0.8301732044646412,0.24438370593637052,0,1,0
150,2,26,1,0.8700923266653502,0.23931212397624432,1,0,0
151,2,26,2,1.1039025068393888,0.18941842895658279,1,0,0
152,2,27,1,0.6094421278961182,0.290448925373519,0,0,1
153,2,27,2,1.1143831699908038,0.17529788073090036,0,0,1
154,2,28,1,1.2429765598500229,0.18109098435995327,1,0,0
155,2,28,2,1.1883260489797076,0.1912631238631022,1,0,0
156,2,29,1,1.233446846810884,0.1773887350382161,0,1,0
157,2,29,2,1.0475531650359482,0.2136282274388686,0,1,0
158,2,30,1,1.1144497577215038,0.1924955681409145,0,0,1
159,2,30,2,0.9772701411997156,0.22079899159480595,0,0,1
160,2,31,1,0.8604443976689915,0.2345751648848093,1,0,0
161,2,31,2,0.967122697546376,0.2108396241190378,1,0,0
162,2,32,1,1.0235857484041615,0.20603752761673952,1,0,0
163,2,32,2,0.9556204494141691,0.22052776913659475,1,0,0
164,2,33,1,0.789737857948355,0.2258074966377826,1,0,0
165,2,33,2,0.5861996134220309,0.27677948221082793,1,0,0
166,2,34,1,0.8019462999045972,0.2582706017460641,0,1,0
167,2,34,2,1.245064603005818,0.1658177968400382,0,1,0
168,2,35,1,1.1962179605801366,0.1660345236763337,0,1,0
169,2,35,2,0.6566533077908056,0.28479237143179403,0,1,0
170,2,36,1,0.8865647882172731,0.2279702152176077,0,1,0
171,2,36,2,0.9276377195969284,0.21879649561413805,0,1,0
172,2,37,1,0.8722896214688083,0.24282587037408157,1,0,0
173,2,37,2,1.1927771356020473,0.1762418306183214,1,0,0
174,2,38,1,0.7325815485090927,0.2613977150367959,1,0,0
175,2,38,2,1.0267597466259706,0.19477885961518168,1,0,0
176,2,39,1,0.9750727059907007,0.20761590319211048,0,0,1
177,2,39,2,0.8221570149131925,0.2419196011748132,0,0,1
178,2,40,1,1.2272442070417042,0.16119193979259908,0,1,0
179,2,40,2,0.6439287300107686,0.2888510925308241,0,1,0
180,2,41,1,0.9529484510874325,0.21735811724943435,1,0,0
181,2,41,2,0.9456177880366525,0.21895735092825003,1,0,0
182,2,42,1,0.8263457873542798,0.244157072997028,1,0,0
183,2,42,2,1.0361162729896196,0.1979553052862763,1,0,0
184,2,43,1,0.7331217673216901,0.27076344869306984,1,0,0
185,2,43,2,1.2246480984287818,0.1656238453984404,1,0,0
186,2,44,1,1.1982835040052724,0.17906359792708115,1,0,0
187,2,44,2,0.9591208283344447,0.22744392263425767,1,0,0
188,2,45,1,0.9541328308985939,0.227940894470506,1,0,0
189,2,45,2,1.1889895532600574,0.180229247577842,1,0,0
190,2,46,1,1.206050559815845,0.1890400984204071,1,0,0
191,2,46,2,1.257747515330283,0.17951561539646968,1,0,0
192,2,47,1,0.9964960177466832,0.21274572703710054,0,0,1
193,2,47,2,1.0048576316452889,0.2109742459507883,0,0,1
194,2,48,1,0.7637879535463392,0.2553366855586346,1,0,0
195,2,48,2,1.0251444099505562,0.1966108812635178,1,0,0
196,2,49,1,1.2271287984797188,0.17436750548986513,1,0,0
197,2,49,2,0.9467788455949407,0.2307915968711285,1,0,0
198,2,50,1,0.9594585384246117,0.1986295712164523,0,0,1
199,2,50,2,0.6058381919923548,0.2828910907769275,0,0,1
200,3,1,1,0.6965101241930127,0.2658725401427581,1,0,0
201,3,1,2,0.9782584356439323,0.2005911406098851,1,0,0
202,3,2,1,1.1187472250742052,0.19749813173279895,0,1,0
203,3,2,2,1.1164279153005578,0.19795672268166792,0,1,0
204,3,3,1,1.0286257200226916,0.20124537526034228,0,0,1
205,3,3,2,0.870051189473529,0.2358272313808202,0,0,1
206,3,4,1,0.9359523778423687,0.22135268049204782,0,0,1
207,3,4,2,0.9684374838977083,0.21427755546092503,0,0,1
208,3,5,1,1.285162631458718,0.1796679305679496,1,0,0
209,3,5,2,1.3358585347721073,0.1707865299193655,1,0,0
210,3,6,1,1.067918909980124,0.20332012969352936,0,0,1
211,3,6,2,1.0589259450819493,0.20515682678085886,0,0,1
212,3,7,1,1.0481675697059947,0.20225361953251256,0,0,1
213,3,7,2,0.9602777422001219,0.2208342189697317,0,0,1
214,3,8,1,1.1420895425025124,0.18580933142218703,1,0,0
215,3,8,2,0.9201048065508697,0.2319926717794545,1,0,0
216,3,9,1,0.8069518327810888,0.24374354292229916,0,0,1
217,3,9,2,0.9559085984504483,0.2100109880261218,0,0,1
218,3,10,1,1.0052044579641422,0.21212599547541564,1,0,0
219,3,10,2,1.023660203388019,0.208246957478122,1,0,0
220,3,11,1,0.8885791427238154,0.22991734851589946,0,1,0
221,3,11,2,0.9744454424532594,0.21099904139874404,0,1,0
222,3,12,1,1.112128557075246,0.18457206934254922,0,0,1
223,3,12,2,0.7921387200145135,0.254176738016688,0,0,1
224,3,13,1,0.8499992270088098,0.2316887789946843,1,0,0
225,3,13,2,0.8737902535475908,0.2262417176189384,1,0,0
226,3,14,1,1.2811086011301192,0.1661334460909431,0,0,1
227,3,14,2,0.9314181283834537,0.23568162090769001,0,0,1
228,3,15,1,0.7622822244119798,0.26094289186577246,1,0,0
229,3,15,2,1.1346593445477802,0.1798142651959365,1,0,0
230,3,16,1,0.5285233116564132,0.29273198665244937,1,0,0
231,3,16,2,0.8574876361591122,0.2106700455975138,1,0,0
232,3,17,1,0.6772680424422937,0.2551416638644435,0,1,0
233,3,17,2,0.7276157950467425,0.24261387380586197,0,1,0
234,3,18,1,1.2125361608782874,0.16315057818294643,0,0,1
235,3,18,2,0.6430794151116037,0.28833710891275494,0,0,1
236,3,19,1,0.7181228012257286,0.25515015528423174,1,0,0
237,3,19,2,0.8589026351833873,0.2216439758478372,1,0,0
238,3,20,1,1.216465637374235,0.17391596299616113,1,0,0
239,3,20,2,0.8982547283354246,0.23907638904487197,1,0,0
240,3,21,1,0.8644832880070268,0.23234886490014783,0,1,0
241,3,21,2,0.936953164027774,0.21610623040057292,0,1,0
242,3,22,1,0.917116291341005,0.22516388830289397,0,1,0
243,3,22,2,0.9799019495283353,0.21146148361300038,0,1,0
244,3,23,1,1.1287762781263382,0.19456288509908562,1,0,0
245,3,23,2,1.0820302771436219,0.2038738516873407,1,0,0
246,3,24,1,0.8570755513254691,0.23693582608327068,0,1,0
247,3,24,2,1.0029198548703497,0.20478180058873124,0,1,0
248,3,25,1,1.0555569539053522,0.19506948062146814,1,0,0
249,3,25,2,0.8301732044646412,0.24438370593637052,1,0,0
250,3,26,1,0.8700923266653502,0.23931212397624432,1,0,0
251,3,26,2,1.1039025068393888,0.18941842895658279,1,0,0
252,3,27,1,0.6094421278961182,0.290448925373519,0,1,0
253,3,27,2,1.1143831699908038,0.17529788073090036,0,1,0
254,3,28,1,1.2429765598500229,0.18109098435995327,1,0,0
255,3,28,2,1.1883260489797076,0.1912631238631022,1,0,0
256,3,29,1,1.233446846810884,0.1773887350382161,0,0,1
257,3,29,2,1.0475531650359482,0.2136282274388686,0,0,1
258,3,30,1,1.1144497577215038,0.1924955681409145,1,0,0
259,3,30,2,0.9772701411997156,0.22079899159480595,1,0,0
260,3,31,1,0.8604443976689915,0.2345751648848093,1,0,0
261,3,31,2,0.967122697546376,0.2108396241190378,1,0,0
262,3,32,1,1.0235857484041615,0.20603752761673952,1,0,0
263,3,32,2,0.9556204494141691,0.22052776913659475,1,0,0
264,3,33,1,0.789737857948355,0.2258074966377826,1,0,0
265,3,33,2,0.5861996134220309,0.27677948221082793,1,0,0
266,3,34,1,0.8019462999045972,0.2582706017460641,1,0,0
267,3,34,2,1.245064603005818,0.1658177968400382,1,0,0
268,3,35,1,1.1962179605801366,0.1660345236763337,1,0,0
269,3,35,2,0.6566533077908056,0.28479237143179403,1,0,0
270,3,36,1,0.8865647882172731,0.2279702152176077,1,0,0
271,3,36,2,0.9276377195969284,0.21879649561413805,1,0,0
272,3,37,1,0.8722896214688083,0.24282587037408157,0,1,0
273,3,37,2,1.1927771356020473,0.1762418306183214,0,1,0
274,3,38,1,0.7325815485090927,0.2613977150367959,1,0,0
275,3,38,2,1.0267597466259706,0.19477885961518168,1,0,0
276,3,39,1,0.9750727059907007,0.20761590319211048,0,0,1
277,3,39,2,0.8221570149131925,0.2419196011748132,0,0,1
278,3,40,1,1.2272442070417042,0.16119193979259908,0,1,0
279,3,40,2,0.6439287300107686,0.2888510925308241,0,1,0
280,3,41,1,0.9529484510874325,0.21735811724943435,0,1,0
281,3,41,2,0.9456177880366525,0.21895735092825003,0,1,0
282,3,42,1,0.8263457873542798,0.244157072997028,1,0,0
283,3,42,2,1.0361162729896196,0.1979553052862763,1,0,0
284,3,43,1,0.7331217673216901,0.27076344869306984,0,1,0
285,3,43,2,1.2246480984287818,0.1656238453984404,0,1,0
286,3,44,1,1.1982835040052724,0.17906359792708115,0,0,1
287,3,44,2,0.9591208283344447,0.22744392263425767,0,0,1
288,3,45,1,0.9541328308985939,0.227940894470506,1,0,0
289,3,45,2,1.1889895532600574,0.180229247577842,1,0,0
290,3,46,1,1.206050559815845,0.1890400984204071,1,0,0
291,3,46,2,1.257747515330283,0.17951561539646968,1,0,0
292,3,47,1,0.9964960177466832,0.21274572703710054,1,0,0
293,3,47,2,1.0048576316452889,0.2109742459507883,1,0,0
294,3,48,1,0.7637879535463392,0.2553366855586346,1,0,0
295,3,48,2,1.0251444099505562,0.1966108812635178,1,0,0
296,3,49,1,1.2271287984797188,0.17436750548986513,0,0,1
297,3,49,2,0.9467788455949407,0.2307915968711285,0,0,1
298,3,50,1,0.9594585384246117,0.1986295712164523,0,0,1
299,3,50,2,0.6058381919923548,0.2828910907769275,0,0,1
300,4,1,1,0.6965101241930127,0.2658725401427581,1,0,0
301,4,1,2,0.9782584356439323,0.2005911406098851,1,0,0
302,4,2,1,1.1187472250742052,0.19749813173279895,1,0,0
303,4,2,2,1.1164279153005578,0.19795672268166792,1,0,0
304,4,3,1,1.0286257200226916,0.20124537526034228,0,1,0
305,4,3,2,0.870051189473529,0.2358272313808202,0,1,0
306,4,4,1,0.9359523778423687,0.22135268049204782,1,0,0
307,4,4,2,0.9684374838977083,0.21427755546092503,1,0,0
308,4,5,1,1.285162631458718,0.1796679305679496,1,0,0
309,4,5,2,1.3358585347721073,0.1707865299193655,1,0,0
310,4,6,1,1.067918909980124,0.20332012969352936,0,1,0
311,4,6,2,1.0589259450819493,0.20515682678085886,0,1,0
312,4,7,1,1.0481675697059947,0.20225361953251256,1,0,0
313,4,7,2,0.9602777422001219,0.2208342189697317,1,0,0
314,4,8,1,1.1420895425025124,0.18580933142218703,0,1,0
315,4,8,2,0.9201048065508697,0.2319926717794545,0,1,0
316,4,9,1,0.8069518327810888,0.24374354292229916,1,0,0
317,4,9,2,0.9559085984504483,0.2100109880261218,1,0,0
318,4,10,1,1.0052044579641422,0.21212599547541564,0,1,0
319,4,10,2,1.023660203388019,0.208246957478122,0,1,0
320,4,11,1,0.8885791427238154,0.22991734851589946,1,0,0
321,4,11,2,0.9744454424532594,0.21099904139874404,1,0,0
322,4,12,1,1.112128557075246,0.18457206934254922,1,0,0
323,4,12,2,0.7921387200145135,0.254176738016688,1,0,0
324,4,13,1,0.8499992270088098,0.2316887789946843,1,0,0
325,4,13,2,0.8737902535475908,0.2262417176189384,1,0,0
326,4,14,1,1.2811086011301192,0.1661334460909431,1,0,0
327,4,14,2,0.9314181283834537,0.23568162090769001,1,0,0
328,4,15,1,0.7622822244119798,0.26094289186577246,0,1,0
329,4,15,2,1.1346593445477802,0.1798142651959365,0,1,0
330,4,16,1,0.5285233116564132,0.29273198665244937,0,1,0
331,4,16,2,0.8574876361591122,0.2106700455975138,0,1,0
332,4,17,1,0.6772680424422937,0.2551416638644435,0,0,1
333,4,17,2,0.7276157950467425,0.24261387380586197,0,0,1
334,4,18,1,1.2125361608782874,0.16315057818294643,0,1,0
335,4,18,2,0.6430794151116037,0.28833710891275494,0,1,0
336,4,19,1,0.7181228012257286,0.25515015528423174,0,1,0
337,4,19,2,0.8589026351833873,0.2216439758478372,0,1,0
338,4,20,1,1.216465637374235,0.17391596299616113,1,0,0
339,4,20,2,0.8982547283354246,0.23907638904487197,1,0,0
340,4,21,1,0.8644832880070268,0.23234886490014783,0,0,1
341,4,21,2,0.936953164027774,0.21610623040057292,0,0,1
342,4,22,1,0.917116291341005,0.22516388830289397,0,0,1
343,4,22,2,0.9799019495283353,0.21146148361300038,0,0,1
344,4,23,1,1.1287762781263382,0.19456288509908562,0,1,0
345,4,23,2,1.0820302771436219,0.2038738516873407,0,1,0
346,4,24,1,0.8570755513254691,0.23693582608327068,0,0,1
347,4,24,2,1.0029198548703497,0.20478180058873124,0,0,1
348,4,25,1,1.0555569539053522,0.19506948062146814,1,0,0
349,4,25,2,0.8301732044646412,0.24438370593637052,1,0,0
350,4,26,1,0.8700923266653502,0.23931212397624432,1,0,0
351,4,26,2,1.1039025068393888,0.18941842895658279,1,0,0
352,4,27,1,0.6094421278961182,0.290448925373519,0,0,1
353,4,27,2,1.1143831699908038,0.17529788073090036,0,0,1
354,4,28,1,1.2429765598500229,0.18109098435995327,1,0,0
355,4,28,2,1.1883260489797076,0.1912631238631022,1,0,0
356,4,29,1,1.233446846810884,0.1773887350382161,0,1,0
357,4,29,2,1.0475531650359482,0.2136282274388686,0,1,0
358,4,30,1,1.1144497577215038,0.1924955681409145,1,0,0
359,4,30,2,0.9772701411997156,0.22079899159480595,1,0,0
360,4,31,1,0.8604443976689915,0.2345751648848093,1,0,0
361,4,31,2,0.967122697546376,0.2108396241190378,1,0,0
362,4,32,1,1.0235857484041615,0.20603752761673952,1,0,0
363,4,32,2,0.9556204494141691,0.22052776913659475,1,0,0
364,4,33,1,0.789737857948355,0.2258074966377826,0,0,1
365,4,33,2,0.5861996134220309,0.27677948221082793,0,0,1
366,4,34,1,0.8019462999045972,0.2582706017460641,0,1,0
367,4,34,2,1.245064603005818,0.1658177968400382,0,1,0
368,4,35,1,1.1962179605801366,0.1660345236763337,1,0,0
369,4,35,2,0.6566533077908056,0.28479237143179403,1,0,0
370,4,36,1,0.8865647882172731,0.2279702152176077,0,1,0
371,4,36,2,0.9276377195969284,0.21879649561413805,0,1,0
372,4,37,1,0.8722896214688083,0.24282587037408157,1,0,0
373,4,37,2,1.1927771356020473,0.1762418306183214,1,0,0
374,4,38,1,0.7325815485090927,0.2613977150367959,0,1,0
375,4,38,2,1.0267597466259706,0.19477885961518168,0,1,0
376,4,39,1,0.9750727059907007,0.20761590319211048,0,1,0
377,4,39,2,0.8221570149131925,0.2419196011748132,0,1,0
378,4,40,1,1.2272442070417042,0.16119193979259908,0,1,0
379,4,40,2,0.6439287300107686,0.2888510925308241,0,1,0
380,4,41,1,0.9529484510874325,0.21735811724943435,1,0,0
381,4,41,2,0.9456177880366525,0.21895735092825003,1,0,0
382,4,42,1,0.8263457873542798,0.244157072997028,1,0,0
383,4,42,2,1.0361162729896196,0.1979553052862763,1,0,0
384,4,43,1,0.7331217673216901,0.27076344869306984,1,0,0
385,4,43,2,1.2246480984287818,0.1656238453984404,1,0,0
386,4,44,1,1.1982835040052724,0.17906359792708115,1,0,0
387,4,44,2,0.9591208283344447,0.22744392263425767,1,0,0
388,4,45,1,0.9541328308985939,0.227940894470506,1,0,0
389,4,45,2,1.1889895532600574,0.180229247577842,1,0,0
390,4,46,1,1.206050559815845,0.1890400984204071,1,0,0
391,4,46,2,1.257747515330283,0.17951561539646968,1,0,0
392,4,47,1,0.9964960177466832,0.21274572703710054,0,0,1
393,4,47,2,1.0048576316452889,0.2109742459507883,0,0,1
394,4,48,1,0.7637879535463392,0.2553366855586346,1,0,0
395,4,48,2,1.0251444099505562,0.1966108812635178,1,0,0
396,4,49,1,1.2271287984797188,0.17436750548986513,1,0,0
397,4,49,2,0.9467788455949407,0.2307915968711285,1,0,0
398,4,50,1,0.9594585384246117,0.1986295712164523,1,0,0
399,4,50,2,0.6058381919923548,0.2828910907769275,1,0,0
400,5,1,1,0.6965101241930127,0.2658725401427581,1,0,0
401,5,1,2,0.9782584356439323,0.2005911406098851,1,0,0
402,5,2,1,1.1187472250742052,0.19749813173279895,0,1,0
403,5,2,2,1.1164279153005578,0.19795672268166792,0,1,0
404,5,3,1,1.0286257200226916,0.20124537526034228,1,0,0
405,5,3,2,0.870051189473529,0.2358272313808202,1,0,0
406,5,4,1,0.9359523778423687,0.22135268049204782,1,0,0
407,5,4,2,0.9684374838977083,0.21427755546092503,1,0,0
408,5,5,1,1.285162631458718,0.1796679305679496,1,0,0
409,5,5,2,1.3358585347721073,0.1707865299193655,1,0,0
410,5,6,1,1.067918909980124,0.20332012969352936,1,0,0
411,5,6,2,1.0589259450819493,0.20515682678085886,1,0,0
412,5,7,1,1.0481675697059947,0.20225361953251256,0,0,1
413,5,7,2,0.9602777422001219,0.2208342189697317,0,0,1
414,5,8,1,1.1420895425025124,0.18580933142218703,1,0,0
415,5,8,2,0.9201048065508697,0.2319926717794545,1,0,0
416,5,9,1,0.8069518327810888,0.24374354292229916,0,0,1
417,5,9,2,0.9559085984504483,0.2100109880261218,0,0,1
418,5,10,1,1.0052044579641422,0.21212599547541564,0,1,0
419,5,10,2,1.023660203388019,0.208246957478122,0,1,0
420,5,11,1,0.8885791427238154,0.22991734851589946,0,0,1
421,5,11,2,0.9744454424532594,0.21099904139874404,0,0,1
422,5,12,1,1.112128557075246,0.18457206934254922,0,1,0
423,5,12,2,0.7921387200145135,0.254176738016688,0,1,0
424,5,13,1,0.8499992270088098,0.2316887789946843,0,0,1
425,5,13,2,0.8737902535475908,0.2262417176189384,0,0,1
426,5,14,1,1.2811086011301192,0.1661334460909431,1,0,0
427,5,14,2,0.9314181283834537,0.23568162090769001,1,0,0
428,5,15,1,0.7622822244119798,0.26094289186577246,1,0,0
429,5,15,2,1.1346593445477802,0.1798142651959365,1,0,0
430,5,16,1,0.5285233116564132,0.29273198665244937,1,0,0
431,5,16,2,0.8574876361591122,0.2106700455975138,1,0,0
432,5,17,1,0.6772680424422937,0.2551416638644435,1,0,0
433,5,17,2,0.7276157950467425,0.24261387380586197,1,0,0
434,5,18,1,1.2125361608782874,0.16315057818294643,1,0,0
435,5,18,2,0.6430794151116037,0.28833710891275494,1,0,0
436,5,19,1,0.7181228012257286,0.25515015528423174,1,0,0
437,5,19,2,0.8589026351833873,0.2216439758478372,1,0,0
