,I,T,J,Pjt,Pr(j),Yit0,Yit1,Yit2
113,3,17,2,1.097250913830449,0.2088749451595854,1,0,0
114,3,18,1,1.0249236563645954,0.19403224265907468,0,0,1
115,3,18,2,0.7123783063923916,0.2652226586449345,0,0,1
116,3,19,1,1.170648409007604,0.17956850721069564,1,0,0
117,3,19,2,0.8743861884216231,0.24148781382612886,1,0,0
118,3,20,1,0.7970187182866252,0.24278371152493955,1,0,0
119,3,20,2,0.902405211670727,0.21849966417425137,1,0,0
120,4,1,1,1.418022403662632,0.14712138021049595,0,1,0
121,4,1,2,0.9063001988904522,0.24542224265930962,0,1,0
122,4,2,1,1.5204402502640761,0.1459273715743161,1,0,0
123,4,2,2,1.2747641319586638,0.18656601816995858,1,0,0
124,4,3,1,1.3252733389332645,0.15616391959084774,0,0,1
125,4,3,2,0.8303856826222372,0.2561578557579983,0,0,1
126,4,4,1,1.0974522466765644,0.19626340944016168,0,1,0
127,4,4,2,1.0033506484615886,0.21562898761481614,0,1,0
128,4,5,1,0.5405048920467106,0.2993822461761878,1,0,0
129,4,5,2,1.0131713454117361,0.18661631523338065,1,0,0
130,4,6,1,0.8483198317743018,0.23800214737985284,0,1,0
131,4,6,2,0.9922784158305111,0.20609167873262788,0,1,0
132,4,7,1,1.1048050397889368,0.20954946022781307,1,0,0
133,4,7,2,1.3878218100675859,0.1578970168178063,1,0,0
134,4,8,1,0.9463842597198945,0.2340082322305774,1,0,0
135,4,8,2,1.307387631716155,0.16309827336537608,1,0,0
136,4,9,1,1.098118702595585,0.1769989237627899,1,0,0
137,4,9,2,0.5965968692253756,0.2922663328877134,1,0,0
138,4,10,1,0.9436724173316222,0.21768178827948667,0,1,0
139,4,10,2,0.9195052696507857,0.22300662004010066,0,1,0
140,4,11,1,1.046358828788463,0.2014077177817084,1,0,0
141,4,11,2,0.9350069253734562,0.22513116853945644,1,0,0
142,4,12,1,0.5064607457561526,0.2843755828082302,0,1,0
143,4,12,2,0.6606980790238779,0.24372937864562275,0,1,0
144,4,13,1,1.1448411678176131,0.18141234016082575,1,0,0
145,4,13,2,0.8297663030186426,0.2486005589620869,1,0,0
146,4,14,1,1.015083176389714,0.22588408267912477,0,0,1
147,4,14,2,1.4193642184762782,0.15076780183659827,0,0,1
148,4,15,1,0.965919215535978,0.22104155874664475,0,1,0
149,4,15,2,1.074803010973836,0.1982377240488629,0,1,0
150,4,16,1,0.6089758246722969,0.2802128489276564,0,1,0
151,4,16,2,0.9234560692197213,0.20460253522647118,0,1,0
152,4,17,1,1.3309058080099554,0.16535271023385792,1,0,0
153,4,17,2,1.097250913830449,0.2088749451595854,1,0,0
154,4,18,1,1.0249236563645954,0.19403224265907468,0,0,1
155,4,18,2,0.7123783063923916,0.2652226586449345,0,0,1
156,4,19,1,1.170648409007604,0.17956850721069564,0,1,0
157,4,19,2,0.8743861884216231,0.24148781382612886,0,1,0
158,4,20,1,0.7970187182866252,0.24278371152493955,0,0,1
159,4,20,2,0.902405211670727,0.21849966417425137,0,0,1
160,5,1,1,1.418022403662632,0.14712138021049595,1,0,0
161,5,1,2,0.9063001988904522,0.24542224265930962,1,0,0
162,5,2,1,1.5204402502640761,0.1459273715743161,1,0,0
163,5,2,2,1.2747641319586638,0.18656601816995858,1,0,0
164,5,3,1,1.3252733389332645,0.15616391959084774,1,0,0
165,5,3,2,0.8303856826222372,0.2561578557579983,1,0,0
166,5,4,1,1.0974522466765644,0.19626340944016168,0,1,0
167,5,4,2,1.0033506484615886,0.21562898761481614,0,1,0
168,5,5,1,0.5405048920467106,0.2993822461761878,0,1,0
169,5,5,2,1.0131713454117361,0.18661631523338065,0,1,0
170,5,6,1,0.8483198317743018,0.23800214737985284,1,0,0
171,5,6,2,0.9922784158305111,0.20609167873262788,1,0,0
172,5,7,1,1.1048050397889368,0.20954946022781307,1,0,0
173,5,7,2,1.3878218100675859,0.1578970168178063,1,0,0
174,5,8,1,0.9463842597198945,0.2340082322305774,0,1,0
175,5,8,2,1.307387631716155,0.16309827336537608,0,1,0
176,5,9,1,1.098118702595585,0.1769989237627899,1,0,0
177,5,9,2,0.5965968692253756,0.2922663328877134,1,0,0
178,5,10,1,0.9436724173316222,0.21768178827948667,1,0,0
179,5,10,2,0.9195052696507857,0.22300662004010066,1,0,0
180,5,11,1,1.046358828788463,0.2014077177817084,0,0,1
181,5,11,2,0.9350069253734562,0.22513116853945644,0,0,1
182,5,12,1,0.5064607457561526,0.2843755828082302,0,0,1
183,5,12,2,0.6606980790238779,0.24372937864562275,0,0,1
184,5,13,1,1.1448411678176131,0.18141234016082575,0,1,0
185,5,13,2,0.8297663030186426,0.2486005589620869,0,1,0
186,5,14,1,1.015083176389714,0.22588408267912477,1,0,0
187,5,14,2,1.4193642184762782,0.15076780183659827,1,0,0
188,5,15,1,0.965919215535978,0.22104155874664475,1,0,0
189,5,15,2,1.074803010973836,0.1982377240488629,1,0,0
190,5,16,1,0.6089758246722969,0.2802128489276564,1,0,0
191,5,16,2,0.9234560692197213,0.20460253522647118,1,0,0
192,5,17,1,1.3309058080099554,0.16535271023385792,1,0,0
193,5,17,2,1.097250913830449,0.2088749451595854,1,0,0
194,5,18,1,1.0249236563645954,0.19403224265907468,1,0,0
195,5,18,2,0.7123783063923916,0.2652226586449345,1,0,0
196,5,19,1,1.170648409007604,0.17956850721069564,1,0,0
197,5,19,2,0.8743861884216231,0.24148781382612886,1,0,0
198,5,20,1,0.7970187182866252,0.24278371152493955,1,0,0
199,5,20,2,0.902405211670727,0.21849966417425137,1,0,0
200,6,1,1,1.418022403662632,0.14712138021049595,1,0,0
201,6,1,2,0.9063001988904522,0.24542224265930962,1,0,0
202,6,2,1,1.5204402502640761,0.1459273715743161,1,0,0
203,6,2,2,1.2747641319586638,0.18656601816995858,1,0,0
204,6,3,1,1.3252733389332645,0.15616391959084774,1,0,0
205,6,3,2,0.8303856826222372,0.2561578557579983,1,0,0
206,6,4,1,1.0974522466765644,0.19626340944016168,0,1,0
207,6,4,2,1.0033506484615886,0.21562898761481614,0,1,0
208,6,5,1,0.5405048920467106,0.2993822461761878,1,0,0
209,6,5,2,1.0131713454117361,0.18661631523338065,1,0,0
210,6,6,1,0.8483198317743018,0.23800214737985284,0,1,0
211,6,6,2,0.9922784158305111,0.20609167873262788,0,1,0
212,6,7,1,1.1048050397889368,0.20954946022781307,1,0,0
213,6,7,2,1.3878218100675859,0.1578970168178063,1,0,0
214,6,8,1,0.9463842597198945,0.2340082322305774,0,1,0
215,6,8,2,1.307387631716155,0.16309827336537608,0,1,0
216,6,9,1,1.098118702595585,0.1769989237627899,1,0,0
217,6,9,2,0.5965968692253756,0.2922663328877134,1,0,0
218,6,10,1,0.9436724173316222,0.21768178827948667,1,0,0
219,6,10,2,0.9195052696507857,0.22300662004010066,1,0,0
220,6,11,1,1.046358828788463,0.2014077177817084,1,0,0
221,6,11,2,0.9350069253734562,0.22513116853945644,1,0,0
222,6,12,1,0.5064607457561526,0.2843755828082302,0,1,0
223,6,12,2,0.6606980790238779,0.24372937864562275,0,1,0
224,6,13,1,1.1448411678176131,0.18141234016082575,1,0,0
225,6,13,2,0.8297663030186426,0.2486005589620869,1,0,0
226,6,14,1,1.015083176389714,0.22588408267912477,1,0,0
227,6,14,2,1.4193642184762782,0.15076780183659827,1,0,0
228,6,15,1,0.965919215535978,0.22104155874664475,1,0,0
229,6,15,2,1.074803010973836,0.1982377240488629,1,0,0
230,6,16,1,0.6089758246722969,0.2802128489276564,1,0,0
231,6,16,2,0.9234560692197213,0.20460253522647118,1,0,0
232,6,17,1,1.3309058080099554,0.16535271023385792,0,0,1
233,6,17,2,1.097250913830449,0.2088749451595854,0,0,1
234,6,18,1,1.0249236563645954,0.19403224265907468,0,0,1
235,6,18,2,0.7123783063923916,0.2652226586449345,0,0,1
236,6,19,1,1.170648409007604,0.17956850721069564,1,0,0
237,6,19,2,0.8743861884216231,0.24148781382612886,1,0,0
238,6,20,1,0.7970187182866252,0.24278371152493955,0,1,0
239,6,20,2,0.902405211670727,0.21849966417425137,0,1,0
240,7,1,1,1.418022403662632,0.14712138021049595,1,0,0
241,7,1,2,0.9063001988904522,0.24542224265930962,1,0,0
242,7,2,1,1.5204402502640761,0.1459273715743161,1,0,0
243,7,2,2,1.2747641319586638,0.18656601816995858,1,0,0
244,7,3,1,1.3252733389332645,0.15616391959084774,1,0,0
245,7,3,2,0.8303856826222372,0.2561578557579983,1,0,0
246,7,4,1,1.0974522466765644,0.19626340944016168,1,0,0
247,7,4,2,1.0033506484615886,0.21562898761481614,1,0,0
248,7,5,1,0.5405048920467106,0.2993822461761878,0,1,0
249,7,5,2,1.0131713454117361,0.18661631523338065,0,1,0
250,7,6,1,0.8483198317743018,0.23800214737985284,0,0,1
251,7,6,2,0.9922784158305111,0.20609167873262788,0,0,1
252,7,7,1,1.1048050397889368,0.20954946022781307,1,0,0
253,7,7,2,1.3878218100675859,0.1578970168178063,1,0,0
254,7,8,1,0.9463842597198945,0.2340082322305774,0,0,1
255,7,8,2,1.307387631716155,0.16309827336537608,0,0,1
256,7,9,1,1.098118702595585,0.1769989237627899,0,0,1
257,7,9,2,0.5965968692253756,0.2922663328877134,0,0,1
258,7,10,1,0.9436724173316222,0.21768178827948667,1,0,0
259,7,10,2,0.9195052696507857,0.22300662004010066,1,0,0
260,7,11,1,1.046358828788463,0.2014077177817084,1,0,0
261,7,11,2,0.9350069253734562,0.22513116853945644,1,0,0
262,7,12,1,0.5064607457561526,0.2843755828082302,0,0,1
263,7,12,2,0.6606980790238779,0.24372937864562275,0,0,1
264,7,13,1,1.1448411678176131,0.18141234016082575,1,0,0
265,7,13,2,0.8297663030186426,0.2486005589620869,1,0,0
266,7,14,1,1.015083176389714,0.22588408267912477,1,0,0
267,7,14,2,1.4193642184762782,0.15076780183659827,1,0,0
268,7,15,1,0.965919215535978,0.22104155874664475,0,1,0
269,7,15,2,1.074803010973836,0.1982377240488629,0,1,0
270,7,16,1,0.6089758246722969,0.2802128489276564,0,1,0
271,7,16,2,0.9234560692197213,0.20460253522647118,0,1,0
272,7,17,1,1.3309058080099554,0.16535271023385792,1,0,0
273,7,17,2,1.097250913830449,0.2088749451595854,1,0,0
274,7,18,1,1.0249236563645954,0.19403224265907468,0,0,1
275,7,18,2,0.7123783063923916,0.2652226586449345,0,0,1
276,7,19,1,1.170648409007604,0.17956850721069564,0,0,1
277,7,19,2,0.8743861884216231,0.24148781382612886,0,0,1
278,7,20,1,0.7970187182866252,0.24278371152493955,0,0,1
279,7,20,2,0.902405211670727,0.21849966417425137,0,0,1
280,8,1,1,1.418022403662632,0.14712138021049595,1,0,0
281,8,1,2,0.9063001988904522,0.24542224265930962,1,0,0
282,8,2,1,1.5204402502640761,0.1459273715743161,0,0,1
283,8,2,2,1.2747641319586638,0.18656601816995858,0,0,1
284,8,3,1,1.3252733389332645,0.15616391959084774,1,0,0
285,8,3,2,0.8303856826222372,0.2561578557579983,1,0,0
286,8,4,1,1.0974522466765644,0.19626340944016168,0,1,0
287,8,4,2,1.0033506484615886,0.21562898761481614,0,1,0
288,8,5,1,0.5405048920467106,0.2993822461761878,1,0,0
289,8,5,2,1.0131713454117361,0.18661631523338065,1,0,0
290,8,6,1,0.8483198317743018,0.23800214737985284,1,0,0
291,8,6,2,0.9922784158305111,0.20609167873262788,1,0,0
292,8,7,1,1.1048050397889368,0.20954946022781307,1,0,0
293,8,7,2,1.3878218100675859,0.1578970168178063,1,0,0
294,8,8,1,0.9463842597198945,0.2340082322305774,0,1,0
295,8,8,2,1.307387631716155,0.16309827336537608,0,1,0
296,8,9,1,1.098118702595585,0.1769989237627899,1,0,0
297,8,9,2,0.5965968692253756,0.2922663328877134,1,0,0
298,8,10,1,0.9436724173316222,0.21768178827948667,1,0,0
299,8,10,2,0.9195052696507857,0.22300662004010066,1,0,0
300,8,11,1,1.046358828788463,0.2014077177817084,1,0,0
301,8,11,2,0.9350069253734562,0.22513116853945644,1,0,0
302,8,12,1,0.5064607457561526,0.2843755828082302,1,0,0
303,8,12,2,0.6606980790238779,0.24372937864562275,1,0,0
304,8,13,1,1.1448411678176131,0.18141234016082575,1,0,0
305,8,13,2,0.8297663030186426,0.2486005589620869,1,0,0
306,8,14,1,1.015083176389714,0.22588408267912477,1,0,0
307,8,14,2,1.4193642184762782,0.15076780183659827,1,0,0
308,8,15,1,0.965919215535978,0.22104155874664475,1,0,0
309,8,15,2,1.074803010973836,0.1982377240488629,1,0,0
310,8,16,1,0.6089758246722969,0.2802128489276564,0,1,0
311,8,16,2,0.9234560692197213,0.20460253522647118,0,1,0
312,8,17,1,1.3309058080099554,0.16535271023385792,0,1,0
313,8,17,2,1.097250913830449,0.2088749451595854,0,1,0
314,8,18,1,1.0249236563645954,0.19403224265907468,0,0,1
315,8,18,2,0.7123783063923916,0.2652226586449345,0,0,1
316,8,19,1,1.170648409007604,0.17956850721069564,0,0,1
317,8,19,2,0.8743861884216231,0.24148781382612886,0,0,1
318,8,20,1,0.7970187182866252,0.24278371152493955,1,0,0
319,8,20,2,0.902405211670727,0.21849966417425137,1,0,0
320,9,1,1,1.418022403662632,0.14712138021049595,1,0,0
321,9,1,2,0.9063001988904522,0.24542224265930962,1,0,0
322,9,2,1,1.5204402502640761,0.1459273715743161,1,0,0
323,9,2,2,1.2747641319586638,0.18656601816995858,1,0,0
324,9,3,1,1.3252733389332645,0.15616391959084774,0,0,1
325,9,3,2,0.8303856826222372,0.2561578557579983,0,0,1
326,9,4,1,1.0974522466765644,0.19626340944016168,1,0,0
327,9,4,2,1.0033506484615886,0.21562898761481614,1,0,0
328,9,5,1,0.5405048920467106,0.2993822461761878,0,1,0
329,9,5,2,1.0131713454117361,0.18661631523338065,0,1,0
330,9,6,1,0.8483198317743018,0.23800214737985284,1,0,0
331,9,6,2,0.9922784158305111,0.20609167873262788,1,0,0
332,9,7,1,1.1048050397889368,0.20954946022781307,0,0,1
333,9,7,2,1.3878218100675859,0.1578970168178063,0,0,1
334,9,8,1,0.9463842597198945,0.2340082322305774,0,1,0
335,9,8,2,1.307387631716155,0.16309827336537608,0,1,0
336,9,9,1,1.098118702595585,0.1769989237627899,1,0,0
337,9,9,2,0.5965968692253756,0.2922663328877134,1,0,0
338,9,10,1,0.9436724173316222,0.21768178827948667,1,0,0
339,9,10,2,0.9195052696507857,0.22300662004010066,1,0,0
340,9,11,1,1.046358828788463,0.2014077177817084,1,0,0
341,9,11,2,0.9350069253734562,0.22513116853945644,1,0,0
342,9,12,1,0.5064607457561526,0.2843755828082302,0,0,1
343,9,12,2,0.6606980790238779,0.24372937864562275,0,0,1
344,9,13,1,1.1448411678176131,0.18141234016082575,0,0,1
345,9,13,2,0.8297663030186426,0.2486005589620869,0,0,1
346,9,14,1,1.015083176389714,0.22588408267912477,1,0,0
347,9,14,2,1.4193642184762782,0.15076780183659827,1,0,0
348,9,15,1,0.965919215535978,0.22104155874664475,1,0,0
349,9,15,2,1.074803010973836,0.1982377240488629,1,0,0
350,9,16,1,0.6089758246722969,0.2802128489276564,0,1,0
351,9,16,2,0.9234560692197213,0.20460253522647118,0,1,0
352,9,17,1,1.3309058080099554,0.16535271023385792,1,0,0
353,9,17,2,1.097250913830449,0.2088749451595854,1,0,0
354,9,18,1,1.0249236563645954,0.19403224265907468,0,0,1
355,9,18,2,0.7123783063923916,0.2652226586449345,0,0,1
356,9,19,1,1.170648409007604,0.17956850721069564,1,0,0
357,9,19,2,0.8743861884216231,0.24148781382612886,1,0,0
358,9,20,1,0.7970187182866252,0.24278371152493955,1,0,0
359,9,20,2,0.902405211670727,0.21849966417425137,1,0,0
360,10,1,1,1.418022403662632,0.14712138021049595,1,0,0
361,10,1,2,0.9063001988904522,0.24542224265930962,1,0,0
362,10,2,1,1.5204402502640761,0.1459273715743161,1,0,0
363,10,2,2,1.2747641319586638,0.18656601816995858,1,0,0
364,10,3,1,1.3252733389332645,0.15616391959084774,1,0,0
365,10,3,2,0.8303856826222372,0.2561578557579983,1,0,0
366,10,4,1,1.0974522466765644,0.19626340944016168,1,0,0
367,10,4,2,1.0033506484615886,0.21562898761481614,1,0,0
368,10,5,1,0.5405048920467106,0.2993822461761878,0,0,1
369,10,5,2,1.0131713454117361,0.18661631523338065,0,0,1
370,10,6,1,0.8483198317743018,0.23800214737985284,1,0,0
371,10,6,2,0.9922784158305111,0.20609167873262788,1,0,0
372,10,7,1,1.1048050397889368,0.20954946022781307,1,0,0
373,10,7,2,1.3878218100675859,0.1578970168178063,1,0,0
374,10,8,1,0.9463842597198945,0.2340082322305774,1,0,0
375,10,8,2,1.307387631716155,0.16309827336537608,1,0,0
376,10,9,1,1.098118702595585,0.1769989237627899,0,1,0
377,10,9,2,0.5965968692253756,0.2922663328877134,0,1,0
378,10,10,1,0.9436724173316222,0.21768178827948667,1,0,0
379,10,10,2,0.9195052696507857,0.22300662004010066,1,0,0
380,10,11,1,1.046358828788463,0.2014077177817084,0,0,1
381,10,11,2,0.9350069253734562,0.22513116853945644,0,0,1
382,10,12,1,0.5064607457561526,0.2843755828082302,1,0,0
383,10,12,2,0.6606980790238779,0.24372937864562275,1,0,0
384,10,13,1,1.1448411678176131,0.18141234016082575,0,1,0
385,10,13,2,0.8297663030186426,0.2486005589620869,0,1,0
386,10,14,1,1.015083176389714,0.22588408267912477,1,0,0
387,10,14,2,1.4193642184762782,0.15076780183659827,1,0,0
388,10,15,1,0.965919215535978,0.22104155874664475,1,0,0
389,10,15,2,1.074803010973836,0.1982377240488629,1,0,0
390,10,16,1,0.6089758246722969,0.2802128489276564,0,1,0
391,10,16,2,0.9234560692197213,0.20460253522647118,0,1,0
392,10,17,1,1.3309058080099554,0.16535271023385792,1,0,0
393,10,17,2,1.097250913830449,0.2088749451595854,1,0,0
394,10,18,1,1.0249236563645954,0.19403224265907468,1,0,0
395,10,18,2,0.7123783063923916,0.2652226586449345,1,0,0
396,10,19,1,1.170648409007604,0.17956850721069564,0,1,0
397,10,19,2,0.8743861884216231,0.24148781382612886,0,1,0
398,10,20,1,0.7970187182866252,0.24278371152493955,0,1,0
399,10,20,2,0.902405211670727,0.21849966417425137,0,1,0
400,11,1,1,1.418022403662632,0.14712138021049595,1,0,0
401,11,1,2,0.9063001988904522,0.24542224265930962,1,0,0
402,11,2,1,1.5204402502640761,0.1459273715743161,1,0,0
403,11,2,2,1.2747641319586638,0.18656601816995858,1,0,0
404,11,3,1,1.3252733389332645,0.15616391959084774,1,0,0
405,11,3,2,0.8303856826222372,0.2561578557579983,1,0,0
406,11,4,1,1.0974522466765644,0.19626340944016168,1,0,0
407,11,4,2,1.0033506484615886,0.21562898761481614,1,0,0
408,11,5,1,0.5405048920467106,0.2993822461761878,0,0,1
409,11,5,2,1.0131713454117361,0.18661631523338065,0,0,1
410,11,6,1,0.8483198317743018,0.23800214737985284,0,1,0
411,11,6,2,0.9922784158305111,0.20609167873262788,0,1,0
412,11,7,1,1.1048050397889368,0.20954946022781307,1,0,0
413,11,7,2,1.3878218100675859,0.1578970168178063,1,0,0
414,11,8,1,0.9463842597198945,0.2340082322305774,1,0,0
415,11,8,2,1.307387631716155,0.16309827336537608,1,0,0
416,11,9,1,1.098118702595585,0.1769989237627899,0,0,1
417,11,9,2,0.5965968692253756,0.2922663328877134,0,0,1
418,11,10,1,0.9436724173316222,0.21768178827948667,1,0,0
419,11,10,2,0.9195052696507857,0.22300662004010066,1,0,0
420,11,11,1,1.046358828788463,0.2014077177817084,0,0,1
421,11,11,2,0.9350069253734562,0.22513116853945644,0,0,1
422,11,12,1,0.5064607457561526,0.2843755828082302,0,0,1
423,11,12,2,0.6606980790238779,0.24372937864562275,0,0,1
424,11,13,1,1.1448411678176131,0.18141234016082575,1,0,0
425,11,13,2,0.8297663030186426,0.2486005589620869,1,0,0
426,11,14,1,1.015083176389714,0.22588408267912477,1,0,0
427,11,14,2,1.4193642184762782,0.15076780183659827,1,0,0
428,11,15,1,0.965919215535978,0.22104155874664475,0,0,1
429,11,15,2,1.074803010973836,0.1982377240488629,0,0,1
430,11,16,1,0.6089758246722969,0.2802128489276564,1,0,0
431,11,16,2,0.9234560692197213,0.20460253522647118,1,0,0
432,11,17,1,1.3309058080099554,0.16535271023385792,1,0,0
433,11,17,2,1.097250913830449,0.2088749451595854,1,0,0
434,11,18,1,1.0249236563645954,0.19403224265907468,0,0,1
435,11,18,2,0.7123783063923916,0.2652226586449345,0,0,1
436,11,19,1,1.170648409007604,0.17956850721069564,0,1,0
437,11,19,2,0.8743861884216231,0.24148781382612886,0,1,0
